datetime_utc,hourly_return,log_return,rolling_mean_24h,rolling_std_24h,price_momentum_8h,spike_signal,spike_intensity,inter_spike_interval_h,hour_of_day,target
2025-11-12 18:00:00+00:00,0.0003817657955547116,0.0003816929415349093,16.778458036849,0.03455887182504207,-0.004492909115789278,0,0.0,5.0,18,1
2025-11-12 19:00:00+00:00,0.0002491121329966095,0.00024908110972128236,16.777152201277403,0.03564150969495098,-0.00407938135607552,0,0.0,6.0,19,1
2025-11-12 20:00:00+00:00,0.0002803191404037175,0.00028027985833431837,16.77561842269647,0.036486570697235265,-0.004926801106123481,0,0.0,7.0,20,0
2025-11-12 21:00:00+00:00,-0.0004608330961484164,-0.0004609393123528843,16.773950631106228,0.037592925082463334,-0.0009924039056948791,0,0.0,8.0,21,0
2025-11-12 22:00:00+00:00,0.0,0.0,16.772282839515977,0.0385925026607693,0.0002809369069701415,0,0.0,9.0,22,1
2025-11-12 23:00:00+00:00,0.00011286850922065383,0.00011286214004971503,16.770693732438406,0.039413318928194774,0.0015417768130101,0,0.0,10.0,23,1
2025-11-13 00:00:00+00:00,0.00044039595662748177,0.000440299010790167,16.76859760483477,0.039635262698498756,0.0009734684309123493,0,0.0,11.0,0,1
2025-11-13 01:00:00+00:00,4.512243680454553e-05,4.512141881801651e-05,16.76615353396603,0.039429453252847024,0.0010489469273108078,0,0.0,12.0,1,0
2025-11-13 02:00:00+00:00,-0.00020312791151444465,-0.00020314854478283852,16.76378117793656,0.039345407384519034,0.0004636631391159692,0,0.0,13.0,2,1
2025-11-13 03:00:00+00:00,0.0009595200694374473,0.0009590600243137879,16.7613232067124,0.03796258894468153,0.0011742234563345997,0,0.0,14.0,3,1
2025-11-13 04:00:00+00:00,0.00014102377235758468,0.00014101382944018052,16.759220565637637,0.03671574722562995,0.0010348036064522915,0,0.0,15.0,4,1
2025-11-13 05:00:00+00:00,0.0002537037608980608,0.00025367158354114316,16.757413607572214,0.03546837270111983,0.0017504096437611384,0,0.0,16.0,5,1
2025-11-13 06:00:00+00:00,2.812481776937048e-05,2.812442227409867e-05,16.755270632325544,0.03349995634122385,0.0017785836914826594,0,0.0,17.0,6,1
2025-11-13 07:00:00+00:00,0.0005218805559985551,0.0005217444237023301,16.754109882002147,0.03243569695480656,0.002188276958948383,0,0.0,18.0,7,0
2025-11-13 08:00:00+00:00,-0.0002254921402524701,-0.00022551756742761854,16.752313489499986,0.03038933310090968,0.0015212254812625161,0,0.0,19.0,8,0
