date,actual,snn_pred,lstm_pred,snn_prob,lstm_prob,snn_correct,lstm_correct,error_type,snn_spike_rate
2025-02-18,1,1,0,0.5852,0.4847,1,0,lstm_wrong_only,0.5226562023162842
2025-02-19,0,1,0,0.6115,0.4785,0,1,snn_wrong_only,0.50390625
2025-02-20,0,1,0,0.625,0.4794,0,1,snn_wrong_only,0.503125011920929
2025-02-21,0,1,0,0.6215,0.4818,0,1,snn_wrong_only,0.49921876192092896
2025-02-22,0,1,0,0.6133,0.4758,0,1,snn_wrong_only,0.49609375
2025-02-23,1,1,0,0.6171,0.4778,1,0,lstm_wrong_only,0.5023437738418579
2025-02-24,1,1,0,0.6171,0.4809,1,0,lstm_wrong_only,0.49609375
2025-02-25,1,1,0,0.6105,0.4836,1,0,lstm_wrong_only,0.4921875
2025-02-26,1,1,0,0.5997,0.4862,1,0,lstm_wrong_only,0.49531248211860657
2025-02-27,1,1,0,0.5919,0.4828,1,0,lstm_wrong_only,0.48906248807907104
