date,actual,snn_prob,snn_spike_rate,confidence,decision,snn_correct,cost_taken,cost_baseline,saving_day,reason,cumulative_saving,cumulative_baseline,cumulative_direct
2025-01-27,1,0.6001,0.5078,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.600 < 0.7,1218000.0,11628000.0,10410000.0
2025-01-28,1,0.6081,0.5016,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.608 < 0.7,1218000.0,11664000.0,10446000.0
2025-01-29,1,0.602,0.4852,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.602 < 0.7,1218000.0,11700000.0,10482000.0
2025-01-30,1,0.5833,0.4789,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.583 < 0.7,1218000.0,11736000.0,10518000.0
2025-01-31,0,0.5892,0.4859,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.589 < 0.7,1218000.0,11772000.0,10554000.0
2025-02-01,0,0.5949,0.5023,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.595 < 0.7,1218000.0,11808000.0,10590000.0
2025-02-02,0,0.6026,0.5102,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.603 < 0.7,1218000.0,11844000.0,10626000.0
2025-02-03,1,0.6183,0.5094,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.618 < 0.7,1218000.0,11880000.0,10662000.0
2025-02-04,1,0.6356,0.5023,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.636 < 0.7,1218000.0,11916000.0,10698000.0
2025-02-05,1,0.6316,0.4867,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.632 < 0.7,1218000.0,11952000.0,10734000.0
2025-02-06,1,0.6021,0.4828,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.602 < 0.7,1218000.0,11988000.0,10770000.0
2025-02-07,0,0.5898,0.4891,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.590 < 0.7,1218000.0,12024000.0,10806000.0
2025-02-08,0,0.6061,0.5133,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.606 < 0.7,1218000.0,12060000.0,10842000.0
2025-02-09,0,0.5889,0.5102,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.589 < 0.7,1218000.0,12096000.0,10878000.0
2025-02-10,0,0.5563,0.5141,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.556 < 0.7,1218000.0,12132000.0,10914000.0
2025-02-11,0,0.5377,0.5133,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.538 < 0.7,1218000.0,12168000.0,10950000.0
2025-02-12,1,0.5363,0.5094,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.536 < 0.7,1218000.0,12204000.0,10986000.0
2025-02-13,0,0.5014,0.5031,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.501 < 0.7,1218000.0,12240000.0,11022000.0
2025-02-14,0,0.5136,0.5078,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.514 < 0.7,1218000.0,12276000.0,11058000.0
2025-02-15,0,0.5513,0.5258,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.551 < 0.7,1218000.0,12312000.0,11094000.0
2025-02-16,0,0.5498,0.5336,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.550 < 0.7,1218000.0,12348000.0,11130000.0
2025-02-17,1,0.569,0.5305,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.569 < 0.7,1218000.0,12384000.0,11166000.0
2025-02-18,1,0.5852,0.5227,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.585 < 0.7,1218000.0,12420000.0,11202000.0
2025-02-19,0,0.6115,0.5039,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.612 < 0.7,1218000.0,12456000.0,11238000.0
2025-02-20,0,0.625,0.5031,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.625 < 0.7,1218000.0,12492000.0,11274000.0
2025-02-21,0,0.6215,0.4992,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.622 < 0.7,1218000.0,12528000.0,11310000.0
2025-02-22,0,0.6133,0.4961,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.613 < 0.7,1218000.0,12564000.0,11346000.0
2025-02-23,1,0.6171,0.5023,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.617 < 0.7,1218000.0,12600000.0,11382000.0
2025-02-24,1,0.6171,0.4961,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.617 < 0.7,1218000.0,12636000.0,11418000.0
2025-02-25,1,0.6105,0.4922,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.610 < 0.7,1218000.0,12672000.0,11454000.0
2025-02-26,1,0.5997,0.4953,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.600 < 0.7,1218000.0,12708000.0,11490000.0
2025-02-27,1,0.5919,0.4891,0.0,USD_FALLBACK,0,36000.0,36000.0,0.0,prob=0.592 < 0.7,1218000.0,12744000.0,11526000.0
